289,0,0,0,579,0,0,0,848,416,0,0,0,87,1206,0,253,0,0,39,3451,0,94,0,64,0,0,0,299,0,0,397,0,0,551,0,528,0,0,0,115,0,0,407,0,336,0,0,0,424,0,0,0,1349,0,321,0,0,244,0,26,0,0,0,0,1599,315,0,0,120,0,0,0,0,2088,196,0,0,0,307,0,0,422,0,167,0,0,0,183,0,270,0,0,0,0,580,0,1489,0,0,0,1698,266,0,0,168,0,0,0,88,0,239,0,0,0,179,0,0,445,0,0,540,0,0,123,769,0,76,0,336,0,0,0,484,0,180,0,0,0,234,0,0,153,0,0,83,0,583,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1342,243,0,0,0,350,0,238,0,0,0,359,0,0,615,0,324,0,0,0,266,0,164,0,0,0,275,0,906,0,0,281,0,0,0,946,0,0,263,0,267,0,0,830,0,0,573,0,0,0,655,0,841,0,0,532,0,1045,89,0,1154,0,0,2497,166,0,0,0,115,0,0,524,0,181,0,0,0,238,0,448,0,0,0,542,0,472,0,0,0,516,0,0,546,0,190,0,0,207,0,0,0,186,0,291,0,0,0,336,0,0,156,0,0,0,1028,9,0,1084,0,550,0,0,419,0,296,0,0,0,186,0,0,406,0,0,243,0,0,231,0,0,454,0,586,0,0,0,0,504,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,402,0,494,0,0,0,0,1802,472,0,0,136,0,0,446,0,0,456,0,0,0,227,0,196,0,0,353,0,0,0,506,0,0,386,0,0,222,0,0,0,2327,0,0,1682,133,0,0,436,0,0,377,0,0,432,0,0,0,195,0,982,0,0,0,341,0,298,0,0,293,0,0,0,346,0,0,0,799,0,168,0,0,458,0,0,0,478,0,0,407,246,0,693,716,0,0,0,337,0,0,0,2005,0,380,0,0,395,0,146,0,794,0,278,0,0,305,0,535,0,0,143,0,0,448,0,0,0,0,1747,0,809,0,273,0,0,308,0,0,150,0,0,152,0,0,258,0,0,0,398,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,309,1104,0,136,0,0,0,597,0,658,0,347,0,0,156,0,0,0,440,0,412,0,0,440,0,0,265,0,0,0,936,0,175,0,0,416,0,0,548,0,0,0,227,0,0,746,0,487,0,0,792,0,0,565,0,0,796,0,0,393,0,0,385,0,0,0,355,0,403,0,0,0,725,0,79,0,0,265,0,0,204,0,0,0,319,0,0,502,0,0,644,0,135,0,0,0,192,0,81,0,55,315,0,499,0,352,0,0,754,0,382,0,0,293,0,0,350,0,0,0,129,0,16,0,729,246,0,0,234,0,0,288,0,0,0,776,0,0,189,0,0,469,0,310,0,0,382,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,148,0,0,740,0,0,460,0,132,0,0,390,0,0,401,0,0,149,0,0,73,0,0,0,666,0,0,847,0,748,0,0,540,0,0,0,47,0,0,178,0,0,478,0,316,0,0,0,428,0,67,0,727,400,0,0,234,0,0,0,128,0,402,0,990,334,0,0,0,162,0,0,344,0,0,534,0,0,415,0,0,32,912,0,484,758,0,0,738,197,0,0,196,0,0,0,267,0,123,0,0,0,67,0,204,0,432,31,0,1398,572,0,0,0,350,0,493,0,0,680,0,0,0,391,0,0,0,891,0,451,0,0,308,0,0,616,0,0,266,0,0,184,0,132,0,0,0,330,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,272,0,0,208,0,0,436,0,0,280,0,0,506,0,0,268,0,0,460,0,360,0,0,197,0,0,103,0,0,0,370,0,0,200,0,0,523,0,0,323,0,0,541,0,0,544,0,486,0,0,112,0,0,904,0,0,586,0,0,0,412,0,0,0,1704,0,559,0,438,0,0,360,0,0,204,0,0,280,0,0,0,140,835,0,0,2439,386,0,0,349,0,0,90,0,0,0,120,0,0,172,0,0,373,0,356,0,0,196,0,0,338,0,0,0,117,0,0,357,0,46,0,506,1118,0,0,0,472,0,161,0,0,490,0,0,258,0,0,0,391,459,18,0,313,0,213,0,0,319,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,345,0,0,752,0,0,684,0,0,0,0,626,3,0,930,0,0,2564,441,0,0,587,0,0,584,0,0,432,0,0,869,0,0,547,0,0,0,0,1357,0,75,813,317,0,0,0,280,0,230,0,0,179,0,0,0,484,0,0,217,991,0,534,0,493,0,559,625,0,0,356,0,0,0,246,0,0,476,0,0,971,0,0,880,0,0,204,0,518,0,0,222,0,0,0,556,0,0,341,0,446,0,0,227,0,0,0,0,1161,0,0,780,254,0,0,278,0,0,526,0,0,176,0,0,226,0,0,0,272,0,0,1349,0,425,0,0,0,0,612,0,430,0,419,0,0,674,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,1004,0,0,114,0,0,162,0,0,180,0,0,557,0,0,0,197,0,0,219,0,0,293,0,0,162,0,0,129,0,627,0,0,189,0,0,0,2,1707,395,0,0,576,0,0,152,0,0,0,185,0,168,0,0,387,0,0,0,397,0,0,0,654,0,557,0,0,404,0,1245,0,0,15,0,1297,0,416,0,421,0,0,0,618,0,0,270,0,61,0,0,369,0,0,0,91,0,308,0,0,420,0,0,27,0,922,483,0,690,0,564,0,423,0,0,0,277,0,391,0,0,69,0,0,0,148,0,341,0,0,0,508,0,259,0,0,0,161,0,414,0,0,0,0,763,0,0,635,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,1512,0,8,2049,122,0,0,260,0,0,224,0,0,133,0,1561,0,0,681,0,0,2754,489,0,0,323,0,0,806,0,0,127,0,0,0,0,2237,343,0,0,0,378,0,657,0,0,211,0,0,398,0,0,0,225,0,0,0,1302,0,915,0,214,0,0,160,0,0,10,0,743,610,0,0,0,508,0,457,0,0,165,0,0,0,261,0,0,509,0,376,0,0,0,404,0,171,0,0,149,0,0,518,0,0,0,355,0,0,5,178,572,0,0,285,0,0,169,0,0,0,210,0,259,0,0,418,0,0,0,705,0,0,288,0,192,0,0,0,272,0,0,261,0,742,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,314,0,392,0,0,50,0,0,0,382,0,0,335,0,0,303,0,0,106,1549,0,172,344,0,279,0,433,0,0,0,0,1421,50,0,1030,492,0,0,98,0,0,0,550,0,1039,0,0,0,180,0,282,0,0,0,371,0,0,300,0,167,0,1039,383,0,0,0,556,0,0,471,0,188,0,0,0,588,1723,0,682,0,0,391,0,0,609,0,0,1008,0,50,0,0,157,0,0,253,0,0,258,0,0,273,0,0,0,322,0,0,180,0,318,0,0,0,68,0,0,0,1911,0,249,0,0,323,0,0,317,0,0,156,0,0,310,330,0,705,0,183,0,0,459,0,0,0,874,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
